,index,rk,player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xa,a-xa,kp,1/3,ppa,crspa,prog,matches,year,player_year,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_fk,standard_pk,standard_pkatt,expected_xg,expected_npxg,expected_npxg/sh,expected_g-xg,expected_np:g-xg,playing_time_mp,playing_time_starts,playing_time_min,performance_gls,performance_ast,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,expected_xa,per_90_minutes_xg,per_90_minutes_xa,per_90_minutes_xg+xa,per_90_minutes_npxg,per_90_minutes_npxg+xa,competition
2153,2153,2154,Luka Romero,ar ARG,MF,Mallorca,es La Liga,14.0,2004.0,0.1,1.0,1.0,100.0,24.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Luka Romero2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES
2154,2154,2155,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27.0,1991.0,20.7,866.0,1038.0,83.4,16422.0,4000.0,14.0,26.0,53.8,665.0,762.0,87.3,187.0,250.0,74.8,0,1.2,-1.2,17.0,85.0,16.0,3.0,90.0,Matches,2020,Oriol Romeu2020,0,9,0,0.0,0.44,0.0,0.0,,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,30,20,1860,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.2,0.01,0.06,0.07,0.01,0.07,ENG
2155,2155,2156,Rômulo,it ITA,MF,Brescia,it Serie A,32.0,1987.0,19.1,438.0,548.0,79.9,6327.0,1502.0,25.0,46.0,54.3,362.0,416.0,87.0,51.0,86.0,59.3,3,1.0,2.0,17.0,33.0,8.0,1.0,41.0,Matches,2020,Rômulo2020,1,17,7,41.2,0.89,0.37,0.06,0.14,0.0,0,0,2.1,2.1,0.13,-1.1,-1.1,22,19,1723,1,3,0,0,3,0,0.05,0.16,0.21,0.05,0.21,1.0,0.11,0.05,0.16,0.11,0.16,IT
2156,2156,2157,Rômulo,it ITA,DF,Genoa,it Serie A,32.0,1987.0,0.2,5.0,8.0,62.5,107.0,21.0,0.0,1.0,0.0,3.0,5.0,60.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,2020,Rômulo2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
2157,2157,2158,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34.0,1985.0,32.4,1086.0,1289.0,84.3,15555.0,3004.0,46.0,104.0,44.2,932.0,1046.0,89.1,108.0,139.0,77.7,5,5.2,-0.2,50.0,64.0,36.0,5.0,94.0,Matches,2020,Cristiano Ronaldo2020,31,196,67,34.2,6.05,2.07,0.1,0.28,18.0,12,13,26.7,16.9,0.09,4.3,2.1,33,33,2917,31,5,12,13,3,0,0.96,0.15,1.11,0.59,0.74,5.2,0.82,0.16,0.98,0.52,0.68,IT
2158,2158,2159,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32.0,1987.0,14.2,452.0,585.0,77.3,10262.0,4310.0,4.0,13.0,30.8,286.0,334.0,85.6,162.0,238.0,68.1,0,0.2,-0.2,3.0,31.0,5.0,0.0,71.0,Matches,2020,Facundo Roncaglia2020,1,3,2,66.7,0.21,0.14,0.33,0.5,0.0,0,0,0.0,0.0,0.01,1.0,1.0,16,15,1277,1,0,0,0,4,2,0.07,0.0,0.07,0.07,0.07,0.2,0.0,0.01,0.02,0.0,0.02,ES
2159,2159,2160,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24.0,1994.0,19.9,1097.0,1264.0,86.8,19509.0,3823.0,31.0,57.0,54.4,857.0,950.0,90.2,209.0,257.0,81.3,2,1.3,0.7,23.0,115.0,7.0,0.0,90.0,Matches,2020,Valentin Rongier2020,0,36,8,22.2,1.81,0.4,0.0,0.0,0.0,0,1,2.3,1.5,0.04,-2.3,-1.5,23,20,1790,0,2,0,1,3,0,0.0,0.1,0.1,0.0,0.1,1.3,0.11,0.06,0.18,0.08,0.14,FR
2160,2160,2161,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24.0,1994.0,3.0,154.0,179.0,86.0,2829.0,671.0,3.0,4.0,75.0,118.0,130.0,90.8,33.0,45.0,73.3,1,0.5,0.5,9.0,17.0,3.0,1.0,18.0,Matches,2020,Valentin Rongier2020,0,4,1,25.0,1.33,0.33,0.0,0.0,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,3,3,270,0,1,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.5,0.06,0.16,0.21,0.06,0.21,FR
2161,2161,2162,Marten de Roon,nl NED,MF,Atalanta,it Serie A,28.0,1991.0,30.2,1758.0,2021.0,87.0,32673.0,9743.0,16.0,46.0,34.8,1406.0,1531.0,91.8,336.0,444.0,75.7,5,2.1,2.9,30.0,175.0,24.0,5.0,189.0,Matches,2020,Marten de Roon2020,2,31,6,19.4,1.03,0.2,0.06,0.33,0.0,0,0,1.7,1.7,0.05,0.3,0.3,35,29,2721,2,5,0,0,12,0,0.07,0.17,0.23,0.07,0.23,2.1,0.06,0.07,0.13,0.06,0.13,IT
2162,2162,2163,Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30.0,1988.0,20.8,634.0,919.0,69.0,11645.0,5208.0,13.0,49.0,26.5,495.0,582.0,85.1,126.0,288.0,43.8,1,2.1,-1.1,23.0,40.0,17.0,9.0,126.0,Matches,2020,Roberto Rosales2020,0,9,1,11.1,0.43,0.05,0.0,0.0,4.0,0,0,0.4,0.4,0.04,-0.4,-0.4,25,21,1871,0,1,0,0,7,0,0.0,0.05,0.05,0.0,0.05,2.1,0.02,0.1,0.12,0.02,0.12,ES
2163,2163,2164,Antonio Rosati,it ITA,GK,Torino,it Serie A,36.0,1983.0,1.0,27.0,37.0,73.0,838.0,604.0,1.0,1.0,100.0,14.0,15.0,93.3,12.0,21.0,57.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Antonio Rosati2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
2164,2164,2165,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29.0,1990.0,9.9,435.0,572.0,76.0,7649.0,3168.0,5.0,21.0,23.8,361.0,410.0,88.0,69.0,141.0,48.9,0,0.7,-0.7,10.0,34.0,12.0,4.0,74.0,Matches,2020,Danny Rose2020,0,2,0,0.0,0.2,0.0,0.0,,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,12,10,893,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.7,0.02,0.07,0.08,0.02,0.08,ENG
2165,2165,2166,Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29.0,1990.0,9.6,325.0,419.0,77.6,5609.0,2140.0,6.0,19.0,31.6,275.0,310.0,88.7,44.0,90.0,48.9,0,0.2,-0.2,3.0,22.0,4.0,1.0,32.0,Matches,2020,Danny Rose2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,11,10,863,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.0,0.02,ENG
2166,2166,2167,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34.0,1985.0,25.1,889.0,1029.0,86.4,21403.0,6194.0,9.0,10.0,90.0,520.0,564.0,92.2,360.0,455.0,79.1,2,0.9,1.1,4.0,33.0,2.0,0.0,33.0,Matches,2020,Luca Rossettini2020,0,4,0,0.0,0.16,0.0,0.0,,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,26,25,2261,0,2,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.9,0.0,0.04,0.04,0.0,0.04,IT
2167,2167,2168,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28.0,1991.0,0.1,3.0,3.0,100.0,80.0,73.0,0.0,0.0,,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Francesco Rossi2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
2168,2168,2169,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26.0,1993.0,26.3,786.0,1087.0,72.3,14112.0,5984.0,11.0,54.0,20.4,636.0,774.0,82.2,139.0,259.0,53.7,1,2.5,-1.5,25.0,49.0,19.0,10.0,169.0,Matches,2020,Jérôme Roussillon2020,1,19,4,21.1,0.72,0.15,0.05,0.25,0.0,0,0,0.9,0.9,0.05,0.1,0.1,29,27,2364,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,2.5,0.03,0.09,0.13,0.03,0.13,DE
2169,2169,2170,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31.0,1988.0,6.5,97.0,137.0,70.8,1374.0,164.0,8.0,17.0,47.1,83.0,108.0,76.9,6.0,12.0,50.0,0,0.6,-0.6,7.0,4.0,1.0,1.0,4.0,Matches,2020,Nolan Roux2020,2,18,8,44.4,2.77,1.23,0.11,0.25,0.0,0,0,1.5,1.5,0.09,0.5,0.5,7,7,584,2,0,0,0,0,0,0.31,0.0,0.31,0.31,0.31,0.6,0.24,0.09,0.32,0.24,0.32,FR
2170,2170,2171,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17.0,2001.0,1.2,58.0,68.0,85.3,1186.0,192.0,1.0,3.0,33.3,37.0,42.0,88.1,20.0,23.0,87.0,0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,Matches,2020,Nicolò Rovella2020,0,1,0,0.0,0.86,0.0,0.0,,0.0,0,0,0.0,0.0,0.01,0.0,0.0,2,1,105,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,IT
2171,2171,2172,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25.0,1994.0,35.9,1221.0,1517.0,80.5,24671.0,8024.0,10.0,38.0,26.3,906.0,1016.0,89.2,305.0,463.0,65.9,1,0.8,0.2,13.0,98.0,5.0,0.0,101.0,Matches,2020,Amir Rrahmani2020,0,43,12,27.9,1.2,0.33,0.0,0.0,0.0,0,0,3.0,3.0,0.07,-3.0,-3.0,36,36,3228,0,1,0,0,5,0,0.0,0.03,0.03,0.0,0.03,0.8,0.08,0.02,0.11,0.08,0.11,IT
2172,2172,2173,Rubén,es ESP,GK,Osasuna,es La Liga,35.0,1984.0,17.6,269.0,525.0,51.2,11889.0,9004.0,0.0,0.0,,62.0,62.0,100.0,207.0,463.0,44.7,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,Matches,2020,Rubén2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,19,18,1583,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES
2173,2173,2174,Waldo Rubio,es ESP,MFFW,Valladolid,es La Liga,23.0,1995.0,9.8,188.0,299.0,62.9,3410.0,1044.0,2.0,26.0,7.7,154.0,197.0,78.2,32.0,76.0,42.1,2,1.0,1.0,15.0,18.0,8.0,5.0,22.0,Matches,2020,Waldo Rubio2020,0,17,4,23.5,1.74,0.41,0.0,0.0,0.0,0,0,0.6,0.6,0.03,-0.6,-0.6,21,9,878,0,2,0,0,6,0,0.0,0.21,0.21,0.0,0.21,1.0,0.06,0.11,0.17,0.06,0.17,ES
2174,2174,2175,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26.0,1993.0,19.0,1272.0,1449.0,87.8,30337.0,8324.0,7.0,16.0,43.8,763.0,822.0,92.8,502.0,611.0,82.2,0,0.4,-0.4,4.0,119.0,6.0,2.0,72.0,Matches,2020,Antonio Rüdiger2020,2,11,3,27.3,0.58,0.16,0.18,0.67,0.0,0,0,0.5,0.5,0.05,1.5,1.5,20,19,1710,2,0,0,0,3,0,0.11,0.0,0.11,0.11,0.11,0.4,0.03,0.02,0.05,0.03,0.05,ENG
2175,2175,2176,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29.0,1990.0,30.4,1220.0,1533.0,79.6,22920.0,7251.0,22.0,62.0,35.5,949.0,1100.0,86.3,249.0,371.0,67.1,3,4.7,-1.7,53.0,108.0,31.0,8.0,187.0,Matches,2020,Sebastian Rudy2020,1,25,9,36.0,0.82,0.3,0.04,0.11,0.0,0,0,1.3,1.3,0.05,-0.3,-0.3,32,31,2734,1,3,0,0,9,0,0.03,0.1,0.13,0.03,0.13,4.7,0.04,0.15,0.2,0.04,0.2,DE
2176,2176,2177,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32.0,1986.0,22.0,407.0,617.0,66.0,12847.0,8633.0,1.0,1.0,100.0,217.0,219.0,99.1,189.0,397.0,47.6,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches,2020,Stéphane Ruffier2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,22,22,1980,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
2177,2177,2178,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18.0,2001.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Dion Ruffo Luci2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
2178,2178,2179,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25.0,1994.0,7.7,393.0,434.0,90.6,7629.0,2651.0,9.0,12.0,75.0,295.0,320.0,92.2,89.0,102.0,87.3,0,0.0,0.0,0.0,17.0,0.0,0.0,19.0,Matches,2020,Daniele Rugani2020,0,6,2,33.3,0.78,0.26,0.0,0.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,10,7,690,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,IT
2179,2179,2180,Mário Rui,pt POR,DF,Napoli,it Serie A,28.0,1991.0,21.8,1653.0,1994.0,82.9,28157.0,9742.0,27.0,82.0,32.9,1395.0,1508.0,92.5,231.0,404.0,57.2,2,3.3,-1.3,34.0,114.0,47.0,17.0,181.0,Matches,2020,Mário Rui2020,0,32,10,31.3,1.46,0.46,0.0,0.0,2.0,0,0,1.2,1.2,0.04,-1.2,-1.2,24,22,1966,0,2,0,0,8,0,0.0,0.09,0.09,0.0,0.09,3.3,0.05,0.15,0.21,0.05,0.21,IT
2180,2180,2181,Aitor Ruibal,es ESP,DFFW,Leganés,es La Liga,23.0,1996.0,13.6,306.0,414.0,73.9,4825.0,1624.0,11.0,27.0,40.7,261.0,313.0,83.4,34.0,74.0,45.9,0,0.8,-0.8,11.0,24.0,9.0,3.0,48.0,Matches,2020,Aitor Ruibal2020,0,16,3,18.8,1.18,0.22,0.0,0.0,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,25,13,1220,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.06,0.12,0.05,0.12,ES
2181,2181,2182,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23.0,1996.0,29.8,2118.0,2353.0,90.0,39614.0,9628.0,37.0,89.0,41.6,1627.0,1745.0,93.2,454.0,519.0,87.5,6,4.9,1.1,48.0,240.0,54.0,4.0,236.0,Matches,2020,Fabián Ruiz Peña2020,3,71,17,23.9,2.38,0.57,0.04,0.18,0.0,0,0,3.1,3.1,0.04,-0.1,-0.1,33,30,2684,3,6,0,0,2,0,0.1,0.2,0.3,0.1,0.3,4.9,0.1,0.16,0.27,0.1,0.27,IT
2182,2182,2183,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27.0,1992.0,25.0,673.0,883.0,76.2,22654.0,14953.0,0.0,1.0,0.0,277.0,279.0,99.3,396.0,603.0,65.7,0,0.2,-0.2,2.0,8.0,1.0,0.0,1.0,Matches,2020,Gerónimo Rulli2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,25,25,2250,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.0,0.01,FR
2183,2183,2184,Lukas Rupp,de GER,FWMF,Norwich City,eng Premier League,28.0,1991.0,7.7,196.0,260.0,75.4,2849.0,670.0,9.0,23.0,39.1,172.0,204.0,84.3,15.0,33.0,45.5,0,0.9,-0.9,8.0,13.0,4.0,1.0,13.0,Matches,2020,Lukas Rupp2020,0,4,2,50.0,0.52,0.26,0.0,0.0,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,12,8,695,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.04,0.12,0.16,0.04,0.16,ENG
2184,2184,2185,Lukas Rupp,de GER,MFFW,Hoffenheim,de Bundesliga,28.0,1991.0,3.8,135.0,155.0,87.1,2127.0,462.0,3.0,6.0,50.0,121.0,134.0,90.3,11.0,15.0,73.3,0,0.1,-0.1,1.0,17.0,2.0,0.0,13.0,Matches,2020,Lukas Rupp2020,0,5,0,0.0,1.32,0.0,0.0,,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,7,4,340,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.02,0.1,0.08,0.1,DE
2185,2185,2186,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27.0,1992.0,38.0,1173.0,1462.0,80.2,34337.0,19337.0,1.0,3.0,33.3,615.0,621.0,99.0,557.0,838.0,66.5,0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,Matches,2020,Mathew Ryan2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,38,38,3420,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG
2186,2186,2187,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21.0,1997.0,4.1,123.0,179.0,68.7,2025.0,976.0,1.0,13.0,7.7,105.0,129.0,81.4,17.0,37.0,45.9,0,0.1,-0.1,1.0,5.0,3.0,2.0,23.0,Matches,2020,Julian Ryerson2020,0,2,0,0.0,0.49,0.0,0.0,,0.0,0,0,0.7,0.7,0.33,-0.7,-0.7,14,3,368,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.02,0.18,0.16,0.18,DE
2187,2187,2188,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26.0,1992.0,9.0,241.0,344.0,70.1,8172.0,6022.0,0.0,0.0,,121.0,122.0,99.2,120.0,222.0,54.1,0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,Matches,2020,Frederik Rønnow2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,9,9,810,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DE
2188,2188,2189,João Victor Santos Sá,br BRA,MFFW,Wolfsburg,de Bundesliga,25.0,1994.0,18.1,322.0,442.0,72.9,4804.0,1395.0,10.0,31.0,32.3,272.0,349.0,77.9,40.0,62.0,64.5,2,1.9,0.1,16.0,20.0,14.0,5.0,48.0,Matches,2020,João Victor Santos Sá2020,2,29,11,37.9,1.6,0.61,0.07,0.18,0.0,0,0,3.6,3.6,0.12,-1.6,-1.6,32,18,1629,2,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22,1.9,0.2,0.1,0.3,0.2,0.3,DE
2189,2189,2190,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22.0,1996.0,0.1,11.0,12.0,91.7,200.0,62.0,0.0,0.0,,9.0,10.0,90.0,2.0,2.0,100.0,0,0.1,-0.1,2.0,1.0,0.0,0.0,1.0,Matches,2020,Roli Pereira de Sa2020,0,1,0,0.0,15.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.32,1.65,1.97,0.32,1.97,FR
2190,2190,2191,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26.0,1993.0,10.1,487.0,596.0,81.7,7996.0,2881.0,10.0,26.0,38.5,413.0,472.0,87.5,64.0,98.0,65.3,1,1.5,-0.5,12.0,36.0,12.0,6.0,75.0,Matches,2020,Youssouf Sabaly2020,0,6,1,16.7,0.59,0.1,0.0,0.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,12,10,913,0,1,0,0,1,0,0.0,0.1,0.1,0.0,0.1,1.5,0.03,0.14,0.17,0.03,0.17,FR
2191,2191,2192,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26.0,1993.0,35.2,1454.0,1981.0,73.4,27728.0,14397.0,33.0,90.0,36.7,1138.0,1321.0,86.1,283.0,570.0,49.6,3,3.7,-0.7,38.0,149.0,54.0,22.0,358.0,Matches,2020,Stefano Sabelli2020,0,14,4,28.6,0.4,0.11,0.0,0.0,2.0,0,0,0.6,0.6,0.04,-0.6,-0.6,36,36,3168,0,3,0,0,5,0,0.0,0.09,0.09,0.0,0.09,3.7,0.02,0.11,0.12,0.02,0.12,IT
2192,2192,2193,Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22.0,1996.0,11.6,351.0,441.0,79.6,7223.0,1933.0,12.0,25.0,48.0,247.0,285.0,86.7,92.0,131.0,70.2,1,0.4,0.6,7.0,40.0,3.0,0.0,38.0,Matches,2020,Abdelhamid Sabiri2020,4,38,14,36.8,3.26,1.2,0.08,0.21,10.0,1,1,2.7,1.9,0.05,1.3,1.1,24,9,1048,4,1,1,1,6,0,0.34,0.09,0.43,0.26,0.34,0.4,0.23,0.03,0.26,0.17,0.2,DE
2193,2193,2194,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,25.0,1994.0,27.8,1163.0,1532.0,75.9,20425.0,7057.0,39.0,100.0,39.0,902.0,1074.0,84.0,222.0,358.0,62.0,7,4.6,2.4,56.0,115.0,57.0,11.0,205.0,Matches,2020,Marcel Sabitzer2020,9,71,24,33.8,2.56,0.86,0.13,0.38,8.0,0,0,7.1,7.1,0.1,1.9,1.9,32,30,2499,9,7,0,0,4,0,0.32,0.25,0.58,0.32,0.58,4.6,0.25,0.17,0.42,0.25,0.42,DE
2194,2194,2195,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22.0,1997.0,1.6,32.0,43.0,74.4,605.0,137.0,0.0,0.0,,28.0,38.0,73.7,4.0,5.0,80.0,0,0.3,-0.3,3.0,1.0,3.0,0.0,6.0,Matches,2020,Ihsan Sacko2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,2,145,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.17,0.17,0.0,0.17,FR
2195,2195,2196,Alexis Saelemaekers,be BEL,FWMF,Milan,it Serie A,20.0,1999.0,7.6,280.0,341.0,82.1,4160.0,963.0,11.0,21.0,52.4,248.0,281.0,88.3,21.0,39.0,53.8,0,1.1,-1.1,10.0,15.0,11.0,4.0,32.0,Matches,2020,Alexis Saelemaekers2020,1,9,2,22.2,1.18,0.26,0.11,0.5,0.0,0,0,0.8,0.8,0.09,0.2,0.2,13,6,684,1,0,0,0,4,1,0.13,0.0,0.13,0.13,0.13,1.1,0.11,0.15,0.26,0.11,0.26,IT
2196,2196,2197,Jorge Sáenz,es ESP,DFFW,Celta Vigo,es La Liga,22.0,1996.0,4.1,136.0,168.0,81.0,3402.0,961.0,0.0,2.0,0.0,82.0,92.0,89.1,54.0,74.0,73.0,0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,Matches,2020,Jorge Sáenz2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,7,5,371,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES
2197,2197,2198,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30.0,1988.0,13.9,590.0,775.0,76.1,11935.0,3765.0,13.0,31.0,41.9,426.0,483.0,88.2,151.0,261.0,57.9,3,3.1,-0.1,28.0,59.0,7.0,0.0,90.0,Matches,2020,Nuri Şahin2020,0,11,1,9.1,0.79,0.07,0.0,0.0,2.0,0,0,0.4,0.4,0.03,-0.4,-0.4,16,16,1249,0,3,0,0,5,1,0.0,0.22,0.22,0.0,0.22,3.1,0.03,0.22,0.25,0.03,0.25,DE
2198,2198,2199,Wesley Saïd,fr FRA,MFFW,Toulouse,fr Ligue 1,24.0,1995.0,12.9,331.0,403.0,82.1,5312.0,1579.0,9.0,20.0,45.0,272.0,308.0,88.3,50.0,75.0,66.7,1,1.2,-0.2,11.0,31.0,14.0,3.0,47.0,Matches,2020,Wesley Saïd2020,2,25,10,40.0,1.94,0.78,0.08,0.2,0.0,0,0,2.4,2.4,0.1,-0.4,-0.4,23,14,1160,2,1,0,0,2,0,0.16,0.08,0.23,0.16,0.23,1.2,0.18,0.1,0.28,0.18,0.28,FR
2199,2199,2200,Allan Saint-Maximin,fr FRA,MFFW,Newcastle Utd,eng Premier League,22.0,1997.0,20.7,356.0,490.0,72.7,6374.0,1453.0,6.0,29.0,20.7,282.0,355.0,79.4,68.0,106.0,64.2,4,3.6,0.4,34.0,25.0,15.0,5.0,49.0,Matches,2020,Allan Saint-Maximin2020,3,46,20,43.5,2.22,0.97,0.07,0.15,0.0,0,0,3.0,3.0,0.07,0.0,0.0,26,23,1863,3,4,0,0,0,0,0.14,0.19,0.34,0.14,0.34,3.6,0.15,0.17,0.32,0.15,0.32,ENG
2200,2200,2201,Théo Sainte-Luce,fr FRA,DFFW,Nîmes,fr Ligue 1,20.0,1998.0,0.2,2.0,2.0,100.0,36.0,0.0,0.0,0.0,,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Théo Sainte-Luce2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,0,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
