,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1556,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,89,80,9,2,0,18,5,12,6,3,3,0,61,15,13,3,82,0,1,2,71,0,0,0,6,Matches
1557,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,1294,1269,25,18,3,168,30,3,0,0,0,0,1054,137,103,219,1011,29,7,11,1207,2,9,12,6,Matches
1558,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,562,457,105,11,1,65,23,63,4,1,0,2,259,141,162,416,33,17,90,0,402,2,13,14,18,Matches
1559,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,448,436,12,0,4,114,15,17,0,0,0,0,248,114,86,50,337,27,1,10,284,4,12,8,19,Matches
1560,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,721,692,29,4,5,203,3,11,0,0,0,0,587,94,40,123,560,12,4,6,575,2,7,14,43,Matches
1561,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,912,643,269,41,1,114,27,135,57,21,28,8,458,185,269,663,45,22,171,3,662,4,12,18,30,Matches
1562,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,194,146,48,12,0,18,10,0,0,0,0,0,101,17,76,13,144,0,0,35,146,1,8,1,2,Matches
1563,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,124,61,63,19,0,14,1,0,0,0,0,0,14,5,105,1,98,0,0,10,55,0,0,1,0,Matches
1564,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,79,74,5,5,1,25,2,1,0,0,0,0,62,8,9,10,62,2,0,0,69,0,2,1,0,Matches
1565,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,192,171,21,18,0,34,11,7,2,1,0,0,152,18,22,28,157,3,1,1,170,0,1,2,1,Matches
1566,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,16,16,0,0,0,7,0,0,0,0,0,0,13,1,2,5,11,0,0,0,12,0,0,1,1,Matches
1567,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,138,136,2,1,1,41,1,22,0,0,0,0,78,32,28,23,102,7,1,1,86,0,0,5,13,Matches
1568,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,10,6,4,2,0,1,2,4,1,1,0,0,3,2,5,8,0,1,1,0,5,0,0,0,0,Matches
1569,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,293,211,82,21,1,29,7,0,0,0,0,0,171,10,112,33,190,1,0,46,212,0,14,0,1,Matches
1570,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,1500,1380,120,85,2,187,110,19,1,0,0,1,875,199,426,1051,290,70,34,11,1190,10,46,10,22,Matches
1571,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,5,5,0,0,0,1,0,0,0,0,0,0,4,0,1,1,3,0,0,0,4,0,0,0,0,Matches
1572,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,580,572,8,8,1,80,18,0,0,0,0,0,466,45,69,103,441,22,0,2,533,1,5,4,2,Matches
1573,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,520,501,19,0,3,127,17,16,0,0,0,0,289,143,88,67,383,39,2,19,325,4,7,21,38,Matches
1574,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,18,16,2,1,0,2,1,0,1,0,1,0,8,5,5,2,14,2,0,0,14,0,1,0,0,Matches
1575,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,1032,973,59,57,0,127,38,0,0,0,0,0,654,107,271,788,144,69,2,5,831,2,19,9,13,Matches
1576,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,784,708,76,7,1,172,13,64,0,0,0,0,542,145,97,57,627,17,69,7,624,0,17,16,38,Matches
1577,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,10.5,398,324,74,4,0,42,7,13,0,0,0,0,242,98,58,33,261,26,70,1,338,0,2,7,14,Matches
1578,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,1279,1230,49,46,2,212,43,4,2,0,2,0,886,143,250,233,933,66,1,5,1102,4,14,6,18,Matches
1579,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,812,752,60,25,1,89,32,9,0,0,0,0,553,95,164,156,580,31,35,3,695,3,11,9,13,Matches
1580,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,297,274,23,16,0,53,15,2,0,0,0,0,201,47,49,62,209,14,7,1,259,0,5,2,4,Matches
1581,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,934,716,218,17,0,162,39,68,8,5,1,1,322,172,440,568,62,67,193,5,582,6,23,8,32,Matches
1582,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,1054,599,455,118,0,64,19,0,0,0,0,0,259,41,754,29,817,0,0,118,540,3,41,7,2,Matches
1583,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,588,500,88,8,1,140,18,25,0,0,0,0,383,112,93,448,33,23,80,0,472,2,7,10,27,Matches
1584,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,790,776,14,2,1,262,21,61,0,0,0,0,379,203,208,107,497,86,5,20,508,3,16,15,48,Matches
1585,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,523,494,29,8,2,116,11,23,10,5,1,2,377,67,79,444,64,4,6,2,442,2,3,6,15,Matches
1586,Aleš Matějů\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,1154,1009,145,26,1,209,42,16,0,0,0,0,690,208,256,339,593,72,119,1,944,2,19,17,24,Matches
1587,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,204,180,24,0,0,75,2,5,0,0,0,0,111,58,35,36,119,14,0,10,132,0,7,3,13,Matches
1588,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,1240,1210,30,26,1,220,30,3,0,0,0,0,979,125,136,1029,147,40,4,5,1095,1,11,17,22,Matches
1589,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,514,498,16,12,0,74,13,1,0,0,0,0,384,62,68,56,417,23,4,1,448,0,14,7,3,Matches
1590,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,239,229,10,0,4,60,3,10,0,0,0,0,157,51,31,20,194,13,2,1,163,0,8,9,15,Matches
1591,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1.0,29,25,4,0,0,8,0,2,0,0,0,0,12,8,9,7,17,0,3,0,19,0,1,2,1,Matches
1592,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,426,378,48,7,0,63,14,31,2,0,2,0,267,75,84,205,166,10,39,2,328,1,14,3,16,Matches
1593,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,1120,1079,41,13,3,151,13,41,1,0,0,0,879,155,86,903,138,30,26,11,974,4,10,15,29,Matches
1594,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,688,624,64,4,3,181,13,12,0,0,0,0,491,145,52,122,507,24,10,14,540,6,8,20,33,Matches
1595,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,15.5,358,350,8,0,1,81,3,15,0,0,0,0,264,65,29,54,285,10,0,5,293,0,3,11,16,Matches
1596,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,1426,991,435,94,1,210,87,216,102,29,43,21,602,294,530,984,144,38,239,4,958,7,31,27,53,Matches
1597,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,5.0,112,108,4,0,3,20,0,2,0,0,0,0,87,17,8,18,90,2,0,2,92,1,0,2,5,Matches
1598,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,78,61,17,3,0,12,8,13,10,5,3,0,43,13,22,5,65,3,3,2,61,0,4,2,2,Matches
1599,Kévin Mayi\Kevin-Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1600,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,561,535,26,1,3,136,23,20,0,0,0,0,352,127,82,87,417,23,5,7,447,0,10,7,19,Matches
1601,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,29,29,0,0,0,5,0,1,0,0,0,0,23,3,3,9,20,0,0,0,27,0,0,0,0,Matches
1602,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,932,702,230,2,0,121,26,82,0,0,0,0,408,211,313,101,541,41,228,2,652,4,21,17,56,Matches
1603,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,671,636,35,2,4,120,11,44,14,0,1,0,516,88,67,126,524,2,9,7,515,2,10,21,28,Matches
1604,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,834,670,164,29,0,116,3,11,0,0,0,0,543,151,140,67,578,37,135,4,709,0,9,14,23,Matches
1605,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,77,73,4,0,0,10,0,2,0,0,0,0,67,7,3,5,66,1,4,0,71,0,1,3,1,Matches
1606,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,37,32,5,1,0,6,1,4,3,0,1,1,27,3,7,2,34,0,1,0,27,1,1,0,2,Matches
1607,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,4.4,119,111,8,2,2,25,2,8,3,0,1,0,79,24,16,95,8,9,3,2,83,0,1,5,7,Matches
1608,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,1474,1404,70,5,4,371,22,42,1,0,0,0,994,219,261,351,992,61,30,11,1153,3,34,23,60,Matches
1609,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,630,614,16,0,0,265,3,10,0,0,0,0,276,179,175,24,342,95,3,18,407,4,6,14,30,Matches
1610,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,815,535,280,103,0,99,34,0,0,0,0,0,215,46,554,88,570,0,0,74,441,5,32,4,2,Matches
1611,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,818,746,72,41,0,138,50,35,22,14,6,2,466,133,219,218,528,45,6,10,630,3,27,11,22,Matches
1612,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,772,700,72,30,3,168,74,64,25,16,4,2,446,113,213,550,174,25,4,4,584,7,17,10,23,Matches
1613,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,623,609,14,1,4,167,18,8,0,0,0,0,406,117,100,57,462,37,1,8,475,10,16,10,20,Matches
1614,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,51,32,19,5,0,5,2,0,0,0,0,0,24,1,26,4,36,0,0,10,31,0,1,0,0,Matches
1615,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,20,1998,23.0,1056,1016,40,13,3,201,22,9,0,0,0,0,656,186,214,189,739,55,27,6,848,5,23,19,18,Matches
1616,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,1689,1600,89,48,4,378,58,53,20,8,12,0,1077,324,288,1199,314,77,18,8,1324,8,35,36,36,Matches
1617,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,1277,1151,126,56,4,295,109,256,60,52,4,2,740,159,378,1145,52,45,9,4,874,9,26,23,73,Matches
1618,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,995,966,29,28,2,158,47,14,0,0,0,0,745,111,139,44,878,45,1,5,816,2,18,21,25,Matches
1619,Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,410,366,44,9,0,44,18,9,1,0,0,0,267,69,74,49,300,19,34,2,348,0,3,5,6,Matches
1620,Gary Medel\Gary-Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,1088,1033,55,42,1,126,18,3,0,0,0,0,790,146,152,130,864,55,12,5,987,1,5,7,9,Matches
1621,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,1172,1114,58,53,0,225,37,2,0,0,0,0,642,149,381,901,135,73,5,4,875,5,36,8,12,Matches
1622,Joshua Mees\Joshua-Mees,de GER,MFFW,Union Berlin,de Bundesliga,23,1996,3.6,81,80,1,0,0,23,1,5,0,0,0,0,41,22,18,9,57,7,1,0,56,0,0,4,5,Matches
1623,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,28,1991,13.3,574,518,56,16,4,142,21,42,19,3,13,0,360,103,111,52,467,22,12,3,412,2,20,14,26,Matches
1624,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,25,1994,24.5,936,912,24,13,1,182,39,15,3,0,0,0,634,133,169,192,638,46,2,6,769,7,16,14,22,Matches
1625,Farid El Melali\Farid-El-Melali,dz ALG,MFFW,Angers,fr Ligue 1,22,1997,3.4,103,103,0,0,0,32,3,7,0,0,0,0,68,27,8,4,93,4,0,1,70,0,2,8,7,Matches
1626,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,21,1997,12.4,361,353,8,3,3,68,9,12,3,1,2,0,233,79,49,303,35,14,2,0,298,0,8,5,7,Matches
1627,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,548,533,15,9,3,96,9,2,0,0,0,0,396,86,66,51,446,32,1,5,458,3,10,4,10,Matches
1628,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,1060,1012,48,25,2,205,23,14,14,6,3,1,852,137,71,36,996,16,9,2,961,3,9,10,19,Matches
1629,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,713,685,28,25,0,88,31,6,0,0,0,0,461,85,167,68,604,29,3,5,587,2,9,10,8,Matches
1630,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,1199,1154,45,34,5,207,42,9,5,3,1,0,855,159,185,144,998,39,6,2,1036,0,22,15,22,Matches
1631,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,22,1997,16.4,686,645,41,13,3,130,28,42,20,6,8,0,459,92,135,541,97,19,8,2,519,4,13,10,28,Matches
1632,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,28,1991,9.6,197,193,4,1,0,48,5,17,0,0,0,0,121,32,44,34,129,22,2,0,134,0,4,2,11,Matches
1633,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,27,1992,12.2,375,360,15,3,3,98,11,20,3,3,0,0,247,81,47,320,32,8,4,5,264,1,10,11,24,Matches
1634,Alexandre Mendy\Alexandre-Mendy,fr FRA,FWMF,Brest,fr Ligue 1,25,1994,10.0,161,154,7,1,0,62,2,3,0,0,0,0,85,46,30,8,111,16,0,5,118,1,4,5,3,Matches
1635,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,1285,1158,127,13,0,159,33,86,0,0,0,0,900,225,160,1036,103,21,114,1,1108,5,14,18,32,Matches
1636,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,792,574,218,56,0,77,27,0,0,0,0,0,349,56,387,42,590,1,0,99,585,0,13,2,1,Matches
1637,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,1262,1075,187,12,0,170,39,66,0,0,0,0,818,251,193,717,316,34,174,3,1075,1,11,17,34,Matches
1638,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,212,211,1,1,0,29,4,2,0,0,0,0,172,21,19,20,187,4,0,0,194,1,3,2,1,Matches
1639,Hamza Mendyl\Hamza-Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16.0,848,687,161,16,2,104,12,46,0,0,0,0,474,184,190,627,42,27,145,6,662,5,18,14,24,Matches
1640,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,483,475,8,8,0,86,13,3,0,0,0,0,363,37,83,55,377,29,0,4,414,1,12,4,4,Matches
1641,Levent Mercan\Levent-Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,30,27,3,2,0,10,0,1,0,0,0,0,24,3,3,26,2,1,1,0,22,0,1,0,2,Matches
1642,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,381,365,16,13,0,50,14,0,0,0,0,0,277,43,61,81,274,19,3,1,337,1,6,6,0,Matches
1643,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,22,1997,21.7,601,425,176,39,1,60,7,0,0,0,0,0,413,50,138,359,145,1,0,85,508,0,8,0,0,Matches
1644,Fran Mérida\Fran-Merida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,770,732,38,29,1,116,53,21,4,1,2,0,423,131,216,626,94,36,3,4,581,3,29,12,14,Matches
1645,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,1973,1938,35,27,1,488,47,34,1,0,0,1,1259,318,396,1566,160,95,5,17,1518,9,52,33,45,Matches
1646,Sabin Merino\Sabin-Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,21,20,1,0,0,12,0,0,0,0,0,0,9,9,3,5,12,2,0,0,17,0,1,0,0,Matches
1647,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,135,130,5,4,0,18,3,0,0,0,0,0,114,8,13,16,112,2,1,0,126,0,0,1,1,Matches
1648,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,32,1987,18.8,713,634,79,6,5,126,21,83,36,19,11,1,459,124,130,40,655,8,2,6,536,4,6,11,31,Matches
1649,Roque Mesa\Roque-Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,905,838,67,30,3,200,43,56,22,3,13,2,611,105,189,207,664,16,10,2,724,9,24,14,16,Matches
1650,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,32,1987,32.0,2142,1945,197,88,40,391,59,113,78,44,7,1,1533,309,300,1919,174,20,16,8,1700,21,25,61,62,Matches
1651,Thomas Meunier\Thomas-Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,925,801,124,10,1,132,23,54,1,0,0,0,599,182,144,99,664,34,113,4,772,2,9,19,28,Matches
1652,Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,1091,981,110,33,0,154,37,9,0,0,0,0,778,104,209,84,875,33,77,1,893,2,22,18,20,Matches
1653,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,eng Premier League,23,1995,7.3,213,211,2,1,1,52,0,9,0,0,0,0,160,31,22,68,132,11,1,0,160,1,1,7,14,Matches
1654,Kingsley Michael\Kingsley-Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,58,55,3,1,1,8,1,1,0,0,0,0,48,5,5,4,49,2,0,0,51,0,0,1,0,Matches
1655,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,1404,1214,190,103,6,228,109,98,80,25,25,9,842,211,351,168,1166,49,3,6,1096,3,32,13,25,Matches
1656,Sven Michel\Sven-Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,371,331,40,0,1,95,8,20,0,0,0,0,214,81,76,271,51,20,3,6,235,1,13,9,32,Matches
1657,Miguel\Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,43,42,1,0,0,12,0,4,0,0,0,0,16,18,9,4,24,9,0,1,22,0,0,1,4,Matches
1658,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,952,686,266,16,0,117,21,64,1,0,1,0,411,250,291,615,44,29,249,0,709,3,29,15,37,Matches
1659,Georges Mikautadze\Georges-Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,1,0,Matches
1660,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,21,1997,36.2,1742,1625,117,52,1,227,57,3,0,0,0,0,1261,224,257,213,1342,84,65,6,1544,2,18,15,16,Matches
1661,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,it Serie A,25,1994,19.4,468,431,37,4,2,135,1,2,0,0,0,0,333,87,48,367,54,15,1,14,388,1,6,7,15,Matches
1662,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,24,1995,33.7,1757,1709,48,25,14,356,63,42,1,0,0,0,1091,338,328,256,1297,74,22,27,1360,8,26,41,63,Matches
1663,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,683,645,38,18,1,51,23,2,0,0,0,0,516,65,102,44,569,31,20,4,599,2,9,1,8,Matches
1664,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,1506,1257,249,137,1,239,107,146,99,61,25,6,895,208,403,204,1201,62,6,12,1161,2,41,21,21,Matches
1665,Vincenzo Millico\Vincenzo-Millico,it ITA,MFFW,Torino,it Serie A,18,2000,2.4,85,74,11,4,0,12,13,24,7,3,1,0,42,17,26,11,73,1,0,0,60,0,1,2,5,Matches
1666,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,33,1986,10.4,773,707,66,12,4,114,35,20,8,3,2,1,522,135,116,78,633,15,34,3,664,3,13,10,15,Matches
1667,Santi Mina\Santi-Mina,es ESP,FWMF,Celta Vigo,es La Liga,23,1995,21.6,706,677,29,3,6,226,20,30,2,0,0,0,375,189,142,58,482,65,15,12,500,3,6,16,34,Matches
1668,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,1251,1216,35,34,0,212,50,4,0,0,0,0,890,140,221,162,967,79,1,1,1070,3,17,13,10,Matches
1669,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,Liverpool,eng Premier League,24,1995,2.8,111,110,1,1,0,26,2,3,0,0,0,0,89,9,13,20,84,1,0,1,98,0,1,0,1,Matches
1670,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,1333,1283,50,47,2,193,58,8,0,0,0,0,890,128,315,1071,157,67,3,3,1055,3,42,16,23,Matches
1671,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,30,1989,27.0,1263,1009,254,16,1,174,48,74,1,0,1,0,645,324,294,51,907,54,237,3,994,4,29,19,30,Matches
1672,Juan Miranda\Juan-Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,400,310,90,16,0,44,9,28,0,0,0,0,161,101,138,283,17,23,74,0,298,0,7,7,7,Matches
1673,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,36,1983,5.0,172,123,49,20,0,18,6,0,0,0,0,0,101,14,57,12,125,0,0,31,140,0,1,0,0,Matches
1674,Simone Missiroli\Simone-Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,31.1,1462,1403,59,39,2,229,17,10,3,1,2,0,985,249,228,222,1096,81,10,9,1240,4,16,13,28,Matches
1675,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,2.2,119,91,28,0,0,14,1,4,0,0,0,0,69,22,28,84,5,2,28,0,96,0,1,2,6,Matches
1676,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,22.8,940,911,29,28,0,111,38,0,0,0,0,0,745,71,124,372,504,38,1,4,852,0,15,7,4,Matches
1677,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFFW,Hertha BSC,de Bundesliga,22,1997,21.0,1124,910,214,26,1,169,84,103,15,4,10,0,523,248,353,694,177,43,173,7,814,3,26,13,45,Matches
1678,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,1.2,77,73,4,1,2,13,3,4,2,0,2,0,62,6,9,20,52,2,1,0,58,2,3,0,5,Matches
1679,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,MFFW,Roma,it Serie A,30,1989,17.0,695,677,18,3,3,147,19,15,1,0,0,0,513,110,72,123,529,25,11,4,582,0,8,10,27,Matches
1680,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,31,1988,12.6,238,202,36,1,1,78,4,6,0,0,0,0,113,49,76,13,148,30,0,4,132,2,10,6,12,Matches
1681,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,33,1985,22.2,1478,1406,72,47,2,231,78,53,22,5,13,0,1057,214,207,160,1249,40,3,16,1278,5,18,14,37,Matches
1682,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,0.8,41,40,1,1,0,9,1,2,0,0,0,0,27,9,5,4,35,2,0,0,35,0,2,0,1,Matches
